sku,price
2000004,"2258,28"
856055,"31,98"
781395,"34,44"
844236,"89,79"
841570,"16,61"
841587,"16,61"
843802,"46,74"
841532,"16,61"
841549,"16,61"
841556,"16,61"
841563,"16,61"
842454,"14,76"
290025,"46,74"
135000,"27,06"
188200,"14,76"
188400,"14,76"
225700,"134,07"
280104,"54,12"
281004,"65,19"
280204,"65,19"
842461,"14,76"
188500,"14,76"
188600,"15,99"
842447,"14,76"
188300,"14,76"
280004,"54,12"
188510,"15,99"
188610,"15,99"
844441,"30,75"
843994,"82,41"
781913,"38,13"
781920,"15,99"
135700,"54,12"
226400,"215,25"
282104,"98,40"
282204,"121,77"
283704,"202,95"
841594,"16,61"
841600,"16,61"
225600,"134,07"
856413,"121,77"
188700,"17,22"
844366,"88,56"
844359,"60,27"
292625,"92,25"
292725,"107,01"
292825,"125,46"
855768,"28,29"
188000,"15,99"
781449,"35,67"
781456,"65,19"
372000,"170,97"
372300,"215,25"
841099,"30,75"
841143,"25,83"
841082,"45,51"
843819,"16,36"
781043,"104,55"
781036,"105,78"
371500,"27,06"
372500,"41,82"
372700,"45,51"
371800,"29,52"
225800,"141,45"
374800,"41,82"
372400,"29,52"
740009,"12,30"
373300,"31,98"
841426,"93,48"
841433,"108,24"
840832,"43,05"
842904,"46,74"
844328,"204,18"
843918,"99,63"
781326,"54,12"
840825,"33,21"
840146,"24,60"
840184,"43,05"
840177,"55,35"
840399,"45,51"
840405,"52,89"
294225,"68,88"
294425,"70,11"
294025,"73,80"
294125,"75,03"
294525,"71,34"
226200,"195,57"
226500,"183,27"
291325,"84,87"
856239,"39,36"
843826,"47,97"
290125,"55,35"
135200,"27,06"
281104,"66,42"
24010106,"63,96"
210406,"47,97"
210444,"47,97"
210482,"47,97"
282359,"60,27"
282076,"84,87"
267240,"793,35"
267257,"1364,07"
229330,"2827,77"
2053058,"927,42"
2053935,"1845,00"
2059750,"927,42"
842676,"24,60"
845097,"158,67"
845028,"170,97"
845035,"121,77"
845127,"220,17"
845059,"158,67"
845042,"170,97"
842607,"24,60"
842706,"29,52"
781319,"62,73"
781357,"52,89"
840191,"77,49"
842669,"24,60"
842799,"29,52"
842621,"24,60"
842720,"29,52"
842638,"24,60"
842737,"29,52"
842645,"24,60"
842744,"29,52"
842775,"29,52"
842652,"24,60"
842614,"24,60"
842751,"29,52"
842713,"29,52"
844212,"158,67"
844205,"183,27"
844250,"127,92"
841358,"40,59"
841365,"43,05"
841372,"45,51"
840474,"41,82"
840436,"50,43"
840443,"50,43"
840467,"65,19"
840313,"86,10"
843833,"70,11"
843857,"78,72"
843864,"84,87"
290425,"62,73"
290525,"62,73"
135300,"51,66"
224900,"170,97"
281704,"92,25"
281204,"76,26"
281304,"84,87"
281404,"95,94"
281504,"104,55"
841419,"76,26"
2053063,"849,93"
2059752,"927,42"
73078,"5,29"
844427,"33,21"
844410,"38,13"
842409,"25,83"
842478,"29,52"
844304,"143,91"
844311,"134,07"
292925,"72,57"
293025,"75,03"
291525,"76,26"
294625,"76,26"
291625,"78,72"
294725,"79,95"
294825,"82,41"
291725,"81,18"
291825,"109,47"
291925,"121,77"
292425,"146,37"
282904,"116,85"
283004,"121,77"
283104,"141,45"
283204,"172,20"
283304,"215,25"
292525,"146,37"
135500,"79,95"
226900,"190,65"
226600,"232,47"
286004,"158,67"
842485,"14,76"
188800,"17,22"
843949,"124,23"
290725,"97,17"
290925,"119,31"
290825,"109,47"
280601,"147,60"
292025,"83,64"
292125,"97,17"
292225,"104,55"
292325,"116,85"
135800,"55,35"
225000,"220,17"
225100,"244,77"
225200,"318,57"
225300,"330,87"
280304,"67,65"
280404,"97,17"
280504,"104,55"
280604,"129,15"
280704,"170,97"
280804,"207,87"
292115,"104,55"
292215,"113,16"
975800,"490,77"
975732,"564,57"
975749,"613,77"
975756,"859,77"
842270,"22,14"
842171,"22,14"
842317,"23,37"
842256,"19,68"
842355,"22,14"
842201,"18,45"
842218,"20,91"
134900,"47,97"
842102,"20,91"
841617,"16,61"
842492,"14,76"
841624,"16,61"
842129,"10,09"
842119,"18,45"
842089,"10,09"
842096,"10,09"
841631,"16,61"
2053091,"998,76"
2053930,"1934,79"
2059748,"927,42"
840993,"20,42"
856406,"23,37"
229224,"7624,77"
226810,"10633,35"
226841,"5164,77"
226834,"9272,97"
1000650,"11724,36"
1000660,"13609,95"
1000630,"21565,59"
229217,"6886,77"
229200,"6517,77"
841501,"25,83"
841518,"25,83"
841525,"25,83"
841471,"25,83"
841488,"25,83"
841495,"25,83"
856178,"23,37"
841228,"12,30"
841235,"19,68"
147207,"394,83"
900862,"94,71"
814444,"94,71"
814451,"146,37"
814468,"146,37"
813829,"72,57"
813157,"72,57"
813836,"72,57"
813164,"72,57"
814420,"109,47"
814437,"109,47"
814390,"97,17"
814406,"97,17"
814369,"84,87"
814376,"84,87"
814383,"55,35"
88808,"71,34"
88809,"70,11"
806197,"103,32"
806296,"89,79"
806395,"56,58"
806494,"63,96"
806593,"56,58"
806692,"44,28"
868522,"38,13"
868546,"23,37"
868577,"9,84"
868553,"14,76"
208335,"84,87"
208342,"109,47"
208618,"184,50"
208380,"183,27"
976692,"92,25"
229286,"2458,77"
229293,"2581,77"
229309,"2704,77"
229316,"2827,77"
26500029,"148,83"
570906,"51,66"
223048,"15988,77"
223055,"2089,77"
2059760,"2089,77"
264300,"1966,77"
264126,"1597,77"
264409,"2212,77"
264331,"3073,77"
264119,"1351,77"
425787,"61,50"
425770,"47,97"
427064,"107,01"
427057,"102,09"
427040,"108,24"
664315,"76,26"
570951,"130,38"
781418,"35,67"
844403,"194,34"
820612,"60,27"
820605,"60,27"
820643,"859,77"
820001,"109,47"
597200,"19,68"
596807,"15,99"
596746,"12,30"
597323,"47,97"
597316,"34,44"
596883,"17,22"
643914,"47,97"
596388,"17,22"
596371,"30,75"
596661,"13,53"
856116,"50,43"
856161,"49,20"
690000,"490,77"
201640,"1105,77"
975350,"515,37"
975398,"4426,77"
975374,"1843,77"
975336,"2077,47"
201626,"613,77"
975251,"4918,77"
975268,"5287,77"
975275,"6025,77"
970362,"2458,77"
201428,"5164,77"
201435,"5410,77"
201442,"8977,77"
1141080,"12602,58"
1140628,"15431,58"
1140636,"19525,02"
1140650,"42746,19"
1140651,"42952,83"
1140662,"44929,44"
1140663,"44929,44"
1140680,"55183,95"
1140681,"55183,95"
1140682,"55752,21"
1140696,"64959,99"
1140697,"64959,99"
1140698,"65476,59"
1141142,"28410,54"
1140890,"57314,31"
1140732,"17691,09"
1140774,"22598,79"
1141102,"30089,49"
1140820,"44709,27"
1140814,"44709,27"
1140848,"47059,80"
1140838,"47059,80"
1141033,"100941,18"
1141053,"121915,14"
1140896,"57882,57"
1140948,"66936,60"
1140958,"67362,18"
1140938,"66936,60"
297384,"1843,77"
66530,"10,95"
193693,"177,12"
193686,"177,12"
198209,"183,27"
198223,"84,87"
678107,"134,07"
678114,"121,77"
678121,"78,72"
678138,"78,72"
678176,"158,67"
678220,"103,32"
678206,"135,30"
678237,"72,57"
678213,"121,77"
678183,"134,07"
850220,"108,24"
194546,"236,16"
194539,"132,84"
194357,"33,21"
195109,"15,99"
195505,"73,80"
195604,"121,77"
190029,"130,38"
629802,"257,07"
627983,"134,07"
627679,"113,16"
627686,"158,67"
629413,"269,37"
628805,"87,33"
627976,"121,77"
622100,"68,88"
622308,"100,86"
622407,"220,17"
622605,"490,77"
627716,"232,47"
622704,"38,13"
622711,"39,36"
622728,"41,82"
622735,"47,97"
622742,"54,12"
627914,"60,27"
627921,"66,42"
627938,"72,57"
627945,"78,72"
627952,"84,87"
627969,"97,17"
933404,"103,32"
154656,"429,27"
154618,"1228,77"
154601,"859,77"
629505,"269,37"
629154,"220,17"
629253,"269,37"
629345,"306,27"
239773,"478,47"
838501,"97,17"
838600,"121,77"
838617,"146,37"
607046,"191,88"
835401,"170,97"
835500,"220,17"
835609,"244,77"
629604,"306,27"
629109,"195,57"
629208,"220,17"
629307,"244,77"
629352,"355,47"
629390,"404,67"
835432,"121,77"
835531,"134,07"
835630,"183,27"
607060,"318,57"
628706,"147,60"
628638,"109,47"
628614,"147,60"
628621,"172,20"
626504,"564,57"
627747,"204,18"
627730,"170,97"
839003,"293,97"
621103,"134,07"
621110,"159,90"
621127,"186,96"
621134,"220,17"
621158,"243,54"
629932,"269,37"
629925,"416,97"
629369,"109,47"
629949,"269,37"
629314,"60,27"
629321,"72,57"
629338,"84,87"
628003,"72,57"
628010,"84,87"
628027,"97,17"
628034,"109,47"
628041,"121,77"
628058,"134,07"
627617,"105,78"
627624,"141,45"
627631,"180,81"
627648,"227,55"
627655,"287,82"
627600,"89,79"
627662,"135,30"
429914,"170,97"
480519,"195,57"
480502,"51,66"
561775,"249,69"
566589,"212,79"
566527,"257,07"
566572,"206,64"
523827,"281,67"
523834,"25,83"
680117,"12,30"
680100,"23,37"
515228,"23,37"
515327,"35,67"
515358,"18,45"
515365,"23,37"
515389,"33,21"
515396,"51,66"
680018,"31,98"
680025,"24,60"
680032,"19,68"
680049,"17,22"
680087,"25,83"
680094,"19,68"
680148,"12,30"
680155,"17,22"
680131,"36,90"
680179,"23,37"
680162,"17,22"
680124,"22,14"
680216,"41,82"
680193,"25,83"
680056,"33,21"
680063,"24,60"
680070,"19,68"
680186,"25,83"
225479,"6886,77"
226674,"3565,77"
226698,"6800,67"
227121,"797,04"
226933,"8854,77"
226995,"12175,77"
220399,"16603,77"
220412,"21892,77"
220320,"13222,50"
220276,"12667,77"
220436,"19494,27"
227251,"6886,77"
227268,"11437,77"
227350,"16972,77"
227305,"17784,57"
226759,"9469,77"
220290,"1597,77"
201046,"7132,77"
224786,"19791,35"
219010,"70723,77"
219003,"89296,77"
281260,"27058,77"
223123,"15496,77"
225929,"7009,77"
224823,"1474,77"
227060,"2483,37"
227077,"2852,37"
220429,"16296,27"
220443,"21031,77"
238486,"1843,77"
226940,"5127,87"
226957,"8362,77"
226971,"9838,77"
220306,"736,77"
220283,"2175,87"
782101,"94,71"
782439,"7,13"
461167,"44,28"
461266,"44,28"
777916,"10,21"
630235,"20,91"
630204,"23,37"
230107,"1720,77"
512142,"19,68"
512159,"22,14"
512203,"12,30"
512210,"17,22"
512104,"17,22"
512302,"20,91"
512135,"14,76"
400098,"921,27"
282502,"10576,77"
551806,"367,77"
551813,"275,52"
199640,"527,67"
199992,"170,97"
709801,"306,27"
850213,"52,89"
802007,"255,84"
755181,"1715,85"
755174,"1966,77"
237236,"15,13"
976678,"59,04"
976661,"39,36"
808825,"490,77"
561416,"83,09"
203156,"2175,87"
203163,"2840,07"
203125,"1610,07"
203149,"1769,97"
203170,"2372,67"
220207,"12913,77"
154960,"1843,77"
154946,"1536,27"
154953,"1474,77"
932001,"306,27"
154922,"945,87"
154939,"1228,77"
209509,"921,27"
239384,"662,97"
423660,"18,45"
274149,"2827,77"
274125,"2335,77"
282779,"1105,77"
240502,"773,67"
265000,"1351,77"
201725,"1105,77"
201718,"613,77"
558126,"2212,77"
250174,"2458,77"
250167,"1843,77"
472507,"195,57"
470442,"785,97"
470428,"785,97"
470411,"785,97"
470435,"785,97"
204832,"528,90"
204900,"736,77"
204825,"490,77"
470619,"183,27"
238837,"712,17"
470244,"704,79"
475904,"195,57"
471005,"355,47"
472613,"380,07"
470206,"675,27"
470251,"720,78"
470213,"864,69"
475201,"170,97"
470268,"523,98"
470220,"678,96"
470275,"581,79"
470237,"704,79"
471050,"490,77"
470282,"640,83"
470305,"736,77"
470312,"675,27"
268704,"1843,77"
268735,"1966,77"
268506,"1290,27"
268605,"1597,77"
463000,"183,27"
463109,"220,17"
999903,"150,06"
709900,"60,27"
597927,"36,90"
597910,"36,90"
597897,"36,90"
597880,"36,90"
597941,"36,90"
597934,"36,90"
664179,"7,38"
664162,"9,84"
664155,"15,99"
678152,"220,17"
678145,"220,17"
826300,"66,42"
219515,"1597,77"
224625,"955,71"
224632,"949,56"
224649,"872,07"
224816,"1474,77"
227107,"1228,77"
224557,"829,02"
222768,"709,71"
224564,"1597,77"
224595,"892,98"
224588,"1782,27"
226797,"1228,77"
223659,"2274,27"
226803,"642,06"
810484,"170,97"
1050063,"1986,45"
812044,"659,28"
210963,"6456,27"
999397,"1494,45"
999425,"977,85"
223468,"1437,87"
999909,"870,07"
222690,"718,32"
227152,"1228,77"
227213,"805,65"
227220,"827,79"
224267,"937,26"
227169,"1228,77"
227183,"836,40"
224618,"686,34"
227145,"1290,27"
237823,"0,00"
237830,"0,00"
220795,"1843,77"
224434,"1290,27"
227206,"1228,77"
229521,"1782,27"
229545,"868,38"
229538,"1843,77"
224670,"1031,97"
224441,"1351,77"
224458,"840,09"
237977,"1660,50"
223505,"1184,49"
223512,"829,02"
230930,"859,77"
231050,"798,27"
230923,"921,27"
505670,"675,27"
2009250,"3610,05"
222980,"736,77"
513828,"220,17"
665251,"97,17"
722107,"41,82"
239414,"1056,57"
808627,"121,77"
808634,"134,07"
805534,"220,17"
805541,"207,87"
805558,"183,27"
552131,"121,77"
552018,"91,02"
552025,"97,17"
552100,"141,45"
552032,"97,17"
594704,"367,77"
594742,"78,72"
594759,"170,97"
880999,"97,17"
77412,"7,75"
77425,"8,24"
816042,"59,04"
816059,"72,57"
816097,"27,06"
816165,"34,44"
816172,"47,97"
816073,"16,24"
816080,"19,07"
890257,"244,77"
890240,"244,77"
890233,"257,07"
890356,"220,17"
890349,"244,77"
802229,"204,18"
802212,"319,80"
802205,"343,17"
802236,"153,75"
802243,"121,77"
802168,"109,47"
800157,"88,56"
800140,"75,03"
800126,"38,13"
800119,"34,44"
817155,"162,36"
817148,"137,76"
880050,"76,26"
880067,"59,04"
880074,"54,12"
880036,"52,89"
806104,"72,57"
806111,"78,72"
806128,"83,64"
806135,"102,09"
806142,"153,75"
806159,"167,28"
807118,"89,79"
807125,"102,09"
807132,"109,47"
801246,"131,61"
801239,"131,61"
801222,"189,42"
801215,"238,62"
801208,"269,37"
801253,"115,62"
862285,"88,56"
803202,"346,86"
862209,"81,18"
862223,"105,78"
862216,"116,85"
880005,"72,57"
880012,"55,35"
880029,"50,43"
861233,"60,27"
861226,"78,72"
861219,"97,17"
861202,"121,77"
800133,"52,89"
800102,"31,98"
802427,"109,47"
802434,"84,87"
802441,"76,26"
800331,"34,44"
800324,"23,37"
800317,"20,91"
800300,"17,22"
817353,"107,01"
817346,"89,79"
880159,"43,05"
880166,"35,67"
880173,"31,98"
806302,"38,13"
806319,"44,28"
806326,"51,66"
806333,"63,96"
806340,"97,17"
806357,"115,62"
807323,"59,04"
807330,"92,25"
801437,"88,56"
801420,"104,55"
801413,"147,60"
801406,"198,03"
801444,"71,34"
801451,"62,73"
862476,"52,89"
862483,"41,82"
803400,"249,69"
862421,"45,51"
862438,"43,05"
862414,"63,96"
862407,"84,87"
869376,"62,73"
869383,"63,96"
880104,"39,36"
880111,"35,67"
880128,"24,60"
861431,"35,67"
861424,"39,36"
861417,"47,97"
861400,"60,27"
800355,"60,27"
800348,"47,97"
802502,"183,27"
802519,"146,37"
802540,"60,27"
802526,"97,17"
802533,"73,80"
800447,"39,36"
800430,"27,06"
800423,"18,45"
800416,"18,45"
800409,"15,99"
817452,"89,79"
817445,"76,26"
880258,"38,13"
880265,"31,98"
880272,"27,06"
880289,"24,60"
806401,"35,67"
806418,"38,13"
806425,"44,28"
806432,"51,66"
806449,"76,26"
806456,"89,79"
801536,"68,88"
801529,"91,02"
801512,"120,54"
801505,"157,44"
801550,"52,89"
801543,"61,50"
862568,"51,66"
862575,"38,13"
862582,"33,21"
803509,"230,01"
862513,"49,20"
862520,"38,13"
862537,"33,21"
862506,"56,58"
869475,"52,89"
880203,"31,98"
880210,"25,83"
880227,"22,14"
861530,"29,52"
861523,"35,67"
861516,"39,36"
861509,"47,97"
800454,"47,97"
800539,"25,83"
800522,"17,22"
880357,"31,98"
880364,"27,06"
880371,"22,14"
880388,"19,68"
806524,"44,28"
806531,"44,28"
806548,"70,11"
806555,"89,79"
801635,"63,96"
801628,"81,18"
801611,"104,55"
801604,"121,77"
801642,"59,04"
801659,"51,66"
862674,"29,52"
862681,"24,60"
803608,"212,79"
862629,"33,21"
862636,"25,83"
862612,"39,36"
869574,"39,36"
869581,"33,21"
880302,"24,60"
880319,"20,91"
880326,"17,22"
861639,"23,37"
861622,"23,37"
861615,"31,98"
861608,"36,90"
800546,"35,67"
800553,"40,59"
800652,"38,13"
800645,"27,06"
800638,"18,45"
800621,"13,53"
880456,"24,60"
880463,"22,14"
880470,"18,45"
880487,"17,22"
806623,"31,98"
806630,"39,36"
806647,"51,66"
806654,"70,11"
801734,"47,97"
801727,"60,27"
801710,"93,48"
801703,"152,52"
862766,"34,44"
862773,"24,60"
862780,"19,68"
803707,"159,90"
862711,"31,98"
862728,"24,60"
862735,"20,91"
862704,"36,90"
880401,"22,14"
880418,"17,22"
880425,"12,30"
861738,"14,76"
861721,"19,68"
861714,"29,52"
861707,"31,98"
800737,"15,99"
800720,"11,07"
880555,"17,22"
880562,"12,30"
806722,"22,14"
806739,"39,36"
801833,"49,20"
801826,"73,80"
862827,"17,22"
869772,"18,45"
869789,"15,38"
880524,"14,76"
861837,"11,07"
861820,"13,53"
801109,"478,47"
801116,"404,67"
801123,"301,35"
801130,"269,37"
801147,"237,39"
801154,"236,16"
802328,"146,37"
802335,"103,32"
802342,"97,17"
800249,"70,11"
800232,"44,28"
800225,"31,98"
800218,"27,06"
817254,"135,30"
817247,"114,39"
806203,"59,04"
806210,"63,96"
806227,"63,96"
806234,"91,02"
806241,"121,77"
806258,"167,28"
807224,"89,79"
801345,"84,87"
801338,"103,32"
801321,"126,69"
801314,"183,27"
801307,"205,41"
801352,"82,41"
803301,"307,50"
801666,"158,67"
801840,"198,03"
801857,"108,24"
801864,"95,94"
801871,"78,72"
566763,"56,58"
566770,"66,42"
566794,"77,49"
662675,"60,01"
783009,"367,77"
783016,"158,67"
783023,"97,17"
880906,"49,20"
880913,"56,58"
880920,"66,42"
880975,"91,02"
870785,"146,37"
568804,"110,70"
508107,"91,02"
508206,"103,32"
568101,"46,74"
568408,"57,81"
568200,"86,10"
568309,"121,77"
568507,"81,18"
552001,"59,04"
440506,"183,27"
815649,"54,12"
691151,"334,56"
691168,"548,58"
470527,"35,67"
552407,"207,87"
871102,"47,97"
552353,"60,27"
552360,"66,42"
552308,"60,27"
552315,"60,27"
552483,"23,37"
464809,"8,61"
809716,"257,07"
470190,"95,94"
870907,"23,37"
870914,"30,75"
870921,"41,82"
870938,"47,97"
870945,"60,27"
870952,"82,41"
870969,"107,01"
75434,"4,80"
815632,"32,47"
707067,"60,27"
707074,"72,57"
707999,"1228,77"
707661,"736,77"
707043,"97,17"
707050,"109,47"
877814,"1548,57"
877852,"970,47"
707906,"121,77"
707968,"207,87"
878019,"1351,77"
707685,"1474,77"
878033,"921,27"
707098,"121,77"
707142,"170,97"
707135,"146,37"
707975,"220,17"
877883,"2458,77"
707746,"134,07"
707944,"318,57"
707951,"281,67"
707982,"367,77"
707425,"146,37"
707579,"47,97"
707586,"66,42"
707593,"115,62"
707432,"195,57"
707456,"214,02"
425978,"77,49"
505274,"257,07"
861196,"218,94"
203545,"116,85"
203521,"116,85"
203538,"116,85"
558102,"1228,77"
7132,"125,46"
7131,"143,91"
24941,"50,89"
144923,"84,87"
144909,"134,07"
79160,"12,42"
75913,"7,87"
76290,"3,57"
76294,"7,87"
877791,"72,57"
691410,"93,48"
691045,"107,01"
74800,"1,72"
76195,"3,32"
6517,"20,91"
268551,"343,17"
880982,"66,42"
75401,"5,66"
862902,"56,58"
862926,"31,98"
862933,"25,83"
862940,"24,60"
862957,"18,45"
282755,"478,47"
516713,"60,27"
516690,"57,81"
516737,"72,57"
877180,"70,11"
426289,"121,77"
427538,"195,57"
427507,"134,07"
866009,"281,67"
639214,"41,82"
639221,"54,12"
268575,"140,22"
268582,"157,44"
268599,"183,27"
268629,"215,25"
268711,"424,35"
268742,"490,77"
268568,"104,55"
268612,"380,07"
691434,"153,75"
691069,"238,62"
427415,"124,23"
558157,"1105,77"
558140,"982,77"
558133,"921,27"
427408,"204,18"
691427,"146,37"
691052,"178,35"
691144,"22,88"
691175,"24,60"
806913,"76,26"
806920,"59,04"
806937,"51,66"
806944,"44,28"
806951,"39,36"
806968,"27,06"
806975,"24,60"
804100,"111,93"
804117,"75,03"
804124,"68,88"
804131,"52,89"
804148,"45,51"
804155,"40,59"
804162,"31,98"
804179,"77,49"
714120,"77,49"
714140,"50,43"
805107,"118,08"
805114,"79,95"
805121,"72,57"
805138,"60,27"
805145,"51,66"
805152,"45,51"
802076,"34,44"
807088,"27,06"
1180067,"539,97"
870976,"11,07"
870983,"14,76"
870990,"18,45"
999143,"12,79"
864203,"97,17"
864227,"95,94"
864210,"72,57"
864234,"72,57"
800850,"8,00"
817810,"61,50"
817827,"68,88"
817834,"47,97"
817841,"33,21"
806814,"41,82"
806821,"31,98"
806838,"23,37"
806845,"14,76"
806852,"13,53"
806869,"12,30"
806876,"9,84"
862919,"57,81"
862964,"31,98"
862971,"25,83"
862988,"24,60"
862995,"18,45"
805206,"52,89"
805213,"41,82"
805275,"40,59"
805220,"36,90"
805244,"28,29"
805251,"25,83"
880609,"29,52"
880616,"19,68"
880623,"13,53"
880630,"9,84"
880647,"8,61"
880654,"8,61"
881804,"70,11"
881811,"50,43"
881828,"38,13"
881835,"29,52"
881842,"25,83"
881859,"24,60"
864104,"51,66"
864128,"35,67"
864135,"23,37"
864142,"17,22"
864159,"15,99"
864166,"9,84"
864098,"134,07"
802601,"281,67"
802618,"207,87"
802625,"207,87"
802632,"158,67"
802649,"134,07"
802656,"121,77"
804315,"191,88"
804322,"174,66"
804339,"138,99"
804346,"114,39"
804209,"115,62"
804216,"88,56"
804223,"78,72"
804230,"63,96"
804247,"56,58"
804254,"47,97"
880968,"39,36"
943472,"233,70"
881705,"31,98"
881712,"19,68"
881729,"17,22"
881736,"12,30"
881743,"11,07"
881750,"9,84"
1180062,"359,16"
1180063,"359,16"
830093,"12,42"
830499,"20,54"
830895,"51,66"
805235,"29,52"
805238,"24,38"
805234,"23,00"
715230,"84,87"
715140,"61,50"
715160,"52,89"
236666,"3688,77"
596760,"50,43"
999829,"15,62"
998489,"10,46"
440803,"12,30"
440858,"17,22"
440902,"23,37"
440872,"11,07"
440865,"17,22"
440230,"33,21"
440223,"662,97"
440117,"29,52"
440216,"441,57"
440209,"29,52"
440407,"8,61"
440490,"23,37"
569757,"43,05"
440001,"7,38"
440605,"17,22"
440100,"11,07"
755303,"257,07"
755310,"244,77"
759301,"79,95"
755570,"207,87"
755686,"388,68"
755693,"392,37"
755556,"207,87"
755655,"269,37"
755679,"269,37"
755563,"207,87"
663950,"59,04"
663998,"36,22"
801888,"91,02"
816493,"367,77"
816486,"367,77"
816509,"429,27"
816516,"490,77"
811771,"615,00"
811726,"724,47"
811733,"798,27"
811740,"785,97"
811719,"306,27"
811788,"367,77"
811795,"392,37"
811801,"429,27"
816592,"896,67"
404003,"18,45"
404102,"25,83"
404201,"30,75"
404300,"35,67"
404409,"45,51"
404508,"51,66"
404607,"65,19"
785904,"25,83"
735107,"10,74"
784006,"24,60"
784013,"35,67"
784020,"60,27"
787847,"91,02"
794388,"34,12"
404942,"14,61"
799277,"43,05"
799284,"46,74"
799437,"68,88"
799444,"93,48"
799291,"129,15"
780091,"29,52"
794296,"19,07"
794197,"28,29"
784105,"17,22"
784112,"35,67"
784129,"65,19"
561508,"83,64"
561515,"147,60"
775912,"6,15"
629383,"84,87"
282113,"982,77"
513026,"47,97"
513033,"97,17"
570715,"45,51"
856123,"50,43"
856260,"47,97"
515181,"47,97"
975145,"47,97"
231388,"293,97"
975039,"33,21"
699317,"466,17"
975053,"220,17"
975046,"392,37"
979761,"45,51"
975008,"30,75"
975022,"109,47"
975015,"195,57"
979754,"60,27"
272428,"1105,77"
26500055,"222,63"
976685,"59,04"
810323,"269,37"
1010366,"565,80"
1010361,"565,80"
637852,"41,82"
529058,"35,67"
529065,"38,13"
529072,"41,82"
529089,"41,82"
529096,"47,97"
570937,"11,81"
229972,"810,57"
975510,"337,02"
975503,"333,33"
230114,"330,87"
975329,"1339,47"
975312,"3184,47"
976234,"490,77"
976227,"613,77"
976210,"650,67"
976005,"244,77"
976302,"484,62"
976197,"589,17"
976043,"318,57"
975992,"626,07"
975978,"687,57"
976203,"601,47"
976289,"503,07"
1050122,"2682,63"
970638,"121,77"
2059762,"1560,87"
53496,"24,60"
34741,"84,87"
441107,"22,14"
199794,"244,77"
199237,"29,52"
199183,"29,52"
199213,"29,52"
199244,"29,52"
199787,"35,67"
199190,"29,52"
199268,"29,52"
199220,"29,52"
199251,"29,52"
856154,"30,75"
617021,"276,75"
617007,"15,99"
618127,"121,77"
617038,"276,75"
617014,"36,90"
689875,"138,99"
689882,"141,45"
707012,"54,12"
707029,"91,02"
400036,"59,04"
400043,"68,88"
400050,"88,56"
400067,"91,02"
400012,"51,66"
222225,"478,47"
222232,"547,35"
222249,"564,57"
222256,"681,42"
224342,"859,77"
222164,"547,35"
222263,"596,55"
3030613,"424,35"
3030624,"501,84"
3030638,"617,46"
3030641,"1147,59"
3030653,"720,78"
3030655,"785,97"
3030657,"849,93"
3030670,"1076,25"
3030685,"849,93"
3030856,"1793,34"
512241,"47,97"
512258,"60,27"
512265,"60,27"
512272,"60,27"
512289,"66,42"
512296,"66,42"
512340,"57,81"
512357,"63,96"
512364,"63,96"
512371,"63,96"
512388,"71,34"
512395,"71,34"
512449,"123,00"
512401,"154,98"
512418,"113,16"
512425,"168,51"
512432,"123,00"
512456,"166,05"
812990,"416,97"
812501,"1105,77"
812518,"1351,77"
812525,"1474,77"
812532,"1597,77"
812549,"1597,77"
812556,"1474,77"
812563,"1843,77"
812259,"453,87"
812273,"1228,77"
812280,"19,68"
812266,"1290,27"
813041,"1720,77"
812204,"404,67"
201633,"1474,77"
1020061,"1999,98"
556641,"71,34"
556672,"206,64"
556665,"206,64"
556634,"109,47"
556610,"72,57"
556658,"134,07"
556689,"184,50"
556627,"109,47"
556603,"47,97"
571033,"2,34"
148822,"1966,77"
221693,"6837,57"
515143,"141,45"
515112,"99,63"
515099,"89,79"
515037,"49,20"
515136,"111,93"
515068,"28,29"
515129,"146,37"
515075,"36,90"
613108,"111,93"
830352,"72,57"
830376,"97,17"
838105,"72,57"
838204,"97,17"
838303,"121,77"
839300,"72,57"
839409,"84,87"
607015,"87,33"
607022,"102,09"
607039,"127,92"
830055,"84,87"
830253,"121,77"
830048,"72,57"
830154,"97,17"
833032,"114,39"
564509,"18,45"
564523,"17,22"
564530,"27,06"
564547,"14,76"
564554,"34,44"
226070,"10207,77"
226087,"11806,77"
226063,"8793,27"
509470,"14,76"
509418,"27,06"
509425,"29,52"
509432,"29,52"
509449,"38,13"
509456,"41,82"
509463,"49,20"
511718,"23,37"
511725,"25,83"
511732,"25,83"
511749,"29,52"
511756,"36,90"
532003,"23,37"
532102,"27,06"
532201,"24,60"
532300,"29,52"
509005,"27,06"
509104,"33,21"
509203,"36,90"
509302,"39,36"
509401,"50,43"
510001,"23,37"
510209,"28,29"
510407,"35,67"
510100,"23,37"
510308,"31,98"
511503,"35,67"
511701,"41,82"
2509553,"642,06"
856109,"45,51"
801956,"86,10"
801994,"183,27"
801970,"109,47"
801963,"127,92"
801925,"134,07"
808726,"357,93"
808832,"416,97"
594032,"45,51"
145777,"546,38"
939949,"84,87"
939956,"148,83"
801949,"140,22"
801901,"111,93"
801932,"109,47"
801918,"152,52"
932018,"269,37"
264607,"2581,77"
264706,"2827,77"
10021,"13,65"
452714,"23,37"
452325,"27,06"
50061,"118,08"
43315,"11,07"
232187,"19678,77"
232491,"30748,77"
237731,"7993,77"
232170,"11068,77"
232194,"17218,77"
